id,source,region,management,construction_year,status_group
26098,spring,Mbeya,vwc,0,needs repair
64337,river,Tanga,vwc,1976,needs repair
23631,shallow well,Kagera,wua,0,needs repair
72026,spring,Mbeya,vwc,0,functional
8945,machine dbh,Singida,vwc,1990,functional
53475,shallow well,Dodoma,vwc,0,needs repair
60546,river,Morogoro,vwc,1996,needs repair
37969,shallow well,Morogoro,vwc,1985,needs repair
9689,spring,Kilimanjaro,water board,2010,functional
72278,spring,Mbeya,vwc,0,functional
50610,river,Kigoma,vwc,1979,functional
2687,machine dbh,Dodoma,private operator,0,needs repair
5900,hand dtw,Dar es Salaam,private operator,2010,functional
4839,shallow well,Shinyanga,wug,0,functional
57101,shallow well,Morogoro,wug,1976,functional
46552,shallow well,Tanga,private operator,0,needs repair
27059,shallow well,Mwanza,vwc,0,functional
19088,shallow well,Tanga,vwc,2008,functional
52137,shallow well,Tanga,private operator,2003,needs repair
64097,shallow well,Mtwara,vwc,1975,needs repair
13219,spring,Dodoma,vwc,0,needs repair
25795,lake,Mwanza,vwc,1974,needs repair
9078,machine dbh,Rukwa,vwc,1984,needs repair
64174,shallow well,Tabora,vwc,0,functional
55513,shallow well,Kagera,wua,0,functional
11712,shallow well,Dodoma,vwc,0,needs repair
58974,shallow well,Morogoro,vwc,2010,functional
11381,shallow well,Kagera,vwc,0,needs repair
5127,river,Lindi,vwc,1978,needs repair
52499,shallow well,Mbeya,vwc,0,functional
1296,machine dbh,Ruvuma,vwc,2004,functional
3848,machine dbh,Manyara,water authority,2012,functional
56717,spring,Mbeya,vwc,0,functional
57847,shallow well,Kagera,vwc,0,needs repair
46493,shallow well,Pwani,vwc,2006,needs repair
12952,shallow well,Mwanza,vwc,0,functional
34565,spring,Ruvuma,vwc,1984,needs repair
64129,spring,Kigoma,vwc,2005,functional
37246,spring,Arusha,vwc,2009,needs repair
32793,spring,Tanga,vwc,1970,functional
9248,river,Kagera,other,0,needs repair
31648,shallow well,Mwanza,private operator,0,functional
24416,spring,Iringa,vwc,1988,functional
24088,spring,Iringa,vwc,2006,needs repair
17976,machine dbh,Dar es Salaam,wug,2010,functional
60958,rainwater harvesting,Kagera,vwc,0,functional
35315,spring,Kilimanjaro,water board,2010,functional
33075,river,Mbeya,vwc,0,functional
5276,shallow well,Mbeya,vwc,0,needs repair
57191,river,Kigoma,water board,2006,functional
15099,machine dbh,Singida,vwc,1980,needs repair
6587,river,Pwani,vwc,1978,needs repair
42510,shallow well,Mwanza,vwc,0,needs repair
70113,shallow well,Shinyanga,wug,0,functional
8627,machine dbh,Singida,unknown,1974,needs repair
7607,shallow well,Mbeya,vwc,0,needs repair
39939,machine dbh,Arusha,parastatal,2000,functional
55060,machine dbh,Kilimanjaro,water authority,2010,needs repair
34648,shallow well,Mara,wug,2000,needs repair
24891,spring,Kagera,vwc,0,needs repair
19717,spring,Kilimanjaro,vwc,1992,functional
26683,shallow well,Singida,vwc,2000,functional
70525,shallow well,Mtwara,vwc,1976,needs repair
2259,shallow well,Tanga,water authority,2000,needs repair
52791,river,Morogoro,wua,1980,needs repair
41344,hand dtw,Rukwa,vwc,1995,needs repair
6310,river,Mbeya,wua,0,functional
55319,shallow well,Morogoro,other,2007,functional
26255,shallow well,Mwanza,vwc,0,functional
23174,machine dbh,Mtwara,vwc,1982,needs repair
41106,shallow well,Shinyanga,wug,0,needs repair
39491,machine dbh,Manyara,vwc,2004,needs repair
30707,machine dbh,Morogoro,vwc,2009,functional
7112,shallow well,Mara,wug,1999,functional
48398,shallow well,Mtwara,vwc,1985,needs repair
63373,machine dbh,Singida,private operator,1996,functional
51028,machine dbh,Mwanza,vwc,0,needs repair
32777,lake,Mara,vwc,1987,needs repair
25975,machine dbh,Mwanza,vwc,0,functional
3940,shallow well,Shinyanga,wug,0,needs repair
30453,shallow well,Mwanza,vwc,2006,needs repair
4747,spring,Iringa,vwc,1998,needs repair
56918,shallow well,Mwanza,vwc,0,needs repair
13238,river,Ruvuma,vwc,2003,functional
73,machine dbh,Mtwara,vwc,1982,needs repair
41670,spring,Kilimanjaro,water board,1995,functional
33988,shallow well,Shinyanga,wug,0,functional
59345,river,Iringa,wua,1978,needs repair
28056,machine dbh,Rukwa,vwc,1984,functional
16721,shallow well,Mwanza,vwc,0,needs repair
58585,spring,Kilimanjaro,water authority,1996,needs repair
19991,machine dbh,Singida,wug,2010,functional
5806,machine dbh,Mara,wug,2009,functional
49545,machine dbh,Tabora,vwc,0,needs repair
46420,river,Mbeya,wug,0,functional
42450,shallow well,Tanga,vwc,2004,needs repair
63273,shallow well,Manyara,wug,1987,functional
33610,machine dbh,Tabora,vwc,0,functional
5327,shallow well,Singida,vwc,1987,needs repair
42956,machine dbh,Morogoro,unknown,2008,functional
67048,shallow well,Mara,vwc,2000,needs repair
5515,spring,Iringa,vwc,2006,needs repair
46176,spring,Manyara,vwc,1999,needs repair
16967,shallow well,Mwanza,wug,0,functional
43665,spring,Iringa,vwc,2009,needs repair
48606,spring,Iringa,vwc,0,functional
10886,spring,Kilimanjaro,company,1977,needs repair
43190,spring,Mbeya,vwc,0,needs repair
61447,shallow well,Tabora,vwc,0,needs repair
27266,shallow well,Lindi,vwc,1987,needs repair
51110,river,Iringa,wua,2006,functional
45532,shallow well,Lindi,vwc,1977,needs repair
32840,spring,Kagera,vwc,0,needs repair
26588,spring,Arusha,water board,2000,functional
33591,machine dbh,Shinyanga,wug,0,needs repair
40282,river,Iringa,wua,2009,functional
62947,spring,Kigoma,water board,1999,functional
23223,machine dbh,Ruvuma,vwc,2000,functional
34781,spring,Arusha,water board,2000,functional
16496,spring,Kilimanjaro,water board,1999,functional
33475,spring,Kilimanjaro,water board,2011,functional
57370,river,Morogoro,vwc,1984,functional
63440,spring,Iringa,vwc,1974,needs repair
70640,shallow well,Shinyanga,wug,0,functional
27615,spring,Lindi,vwc,1999,needs repair
38767,spring,Mbeya,vwc,0,functional
8849,spring,Iringa,vwc,2009,needs repair
70476,spring,Ruvuma,vwc,2013,functional
45806,river,Tanga,vwc,1976,needs repair
17215,river,Arusha,vwc,2009,functional
34974,spring,Kagera,vwc,0,functional
9945,spring,Kilimanjaro,water board,2012,functional
72645,hand dtw,Rukwa,water authority,1981,needs repair
26552,river,Iringa,vwc,2004,functional
31227,shallow well,Tanga,vwc,2008,functional
52925,river,Ruvuma,vwc,1974,functional
47533,machine dbh,Dodoma,vwc,0,needs repair
3248,shallow well,Morogoro,vwc,2008,functional
27705,shallow well,Morogoro,vwc,2011,functional
26349,spring,Shinyanga,vwc,0,needs repair
3454,spring,Kilimanjaro,water board,1999,functional
73944,river,Iringa,wua,1993,functional
8851,river,Kilimanjaro,vwc,1972,needs repair
12415,machine dbh,Kilimanjaro,company,2004,needs repair
26237,river,Manyara,vwc,2003,functional
43458,shallow well,Mbeya,vwc,0,needs repair
49997,machine dbh,Manyara,vwc,1998,needs repair
43166,spring,Kilimanjaro,water authority,1976,needs repair
33132,river,Iringa,wua,1974,functional
28754,shallow well,Kigoma,vwc,2009,functional
9581,shallow well,Mwanza,vwc,0,functional
50394,shallow well,Tanga,vwc,1980,functional
63404,spring,Kagera,vwc,0,functional
311,shallow well,Tabora,vwc,0,functional
45171,machine dbh,Dodoma,private operator,0,needs repair
16206,hand dtw,Iringa,wua,2009,functional
63191,spring,Dodoma,vwc,0,needs repair
66259,machine dbh,Manyara,vwc,2009,needs repair
72128,river,Arusha,parastatal,2012,functional
26051,spring,Iringa,vwc,2006,functional
46992,river,Arusha,vwc,2008,functional
49491,river,Iringa,vwc,2007,functional
25918,machine dbh,Lindi,vwc,2000,needs repair
30431,spring,Kagera,vwc,0,needs repair
8841,machine dbh,Kagera,vwc,0,needs repair
74033,shallow well,Shinyanga,wug,1998,needs repair
45153,spring,Mbeya,vwc,0,functional
3725,shallow well,Mwanza,vwc,0,functional
21895,shallow well,Shinyanga,wug,0,needs repair
19248,machine dbh,Lindi,vwc,2011,needs repair
71431,machine dbh,Mwanza,vwc,0,needs repair
71314,shallow well,Singida,vwc,2010,functional
9717,shallow well,Mbeya,vwc,0,functional
58503,spring,Kilimanjaro,vwc,2002,needs repair
42984,shallow well,Singida,vwc,1990,needs repair
27446,river,Ruvuma,vwc,2003,functional
72747,shallow well,Morogoro,vwc,1995,functional
15189,spring,Kilimanjaro,water board,1999,functional
31460,shallow well,Mwanza,vwc,0,needs repair
46121,spring,Arusha,vwc,1978,needs repair
47431,spring,Iringa,vwc,2002,functional
61775,shallow well,Tabora,vwc,0,needs repair
31477,machine dbh,Lindi,vwc,1998,needs repair
58312,spring,Mbeya,vwc,0,needs repair
12764,river,Tanga,vwc,2010,functional
73102,shallow well,Lindi,vwc,1985,needs repair
11210,machine dbh,Morogoro,vwc,1976,needs repair
11147,machine dbh,Lindi,wua,2006,needs repair
8079,river,Kigoma,vwc,2009,needs repair
70118,spring,Dodoma,vwc,0,needs repair
32317,shallow well,Iringa,vwc,0,needs repair
27301,dam,Shinyanga,vwc,0,needs repair
42035,spring,Kigoma,vwc,1978,needs repair
30630,river,Kigoma,vwc,2006,needs repair
25824,shallow well,Tabora,vwc,0,functional
16360,machine dbh,Ruvuma,vwc,1983,needs repair
68919,shallow well,Mtwara,vwc,1984,needs repair
10254,spring,Iringa,vwc,1992,functional
42004,river,Kigoma,vwc,2008,needs repair
67818,spring,Ruvuma,unknown,2005,needs repair
69252,spring,Tabora,vwc,0,needs repair
29429,hand dtw,Iringa,vwc,0,functional
73745,machine dbh,Manyara,vwc,2009,functional
40961,machine dbh,Tanga,vwc,1973,functional
2506,river,Shinyanga,vwc,0,needs repair
69703,shallow well,Pwani,vwc,2006,functional
45738,spring,Kagera,vwc,0,needs repair
52943,shallow well,Shinyanga,wug,0,needs repair
19922,river,Pwani,wua,2009,functional
16169,shallow well,Morogoro,vwc,2006,functional
64527,spring,Kilimanjaro,water board,1999,needs repair
32034,machine dbh,Pwani,vwc,0,functional
35986,shallow well,Shinyanga,wug,0,functional
15370,shallow well,Shinyanga,parastatal,0,needs repair
21701,spring,Kilimanjaro,vwc,2009,functional
53172,river,Ruvuma,vwc,2011,functional
18716,shallow well,Tanga,vwc,2010,functional
62503,shallow well,Mwanza,vwc,0,needs repair
46514,river,Kagera,other,0,needs repair
40259,shallow well,Mbeya,vwc,0,functional
20158,river,Kigoma,vwc,2010,needs repair
29985,spring,Mbeya,vwc,0,functional
66964,river,Iringa,wua,1978,functional
18624,dam,Pwani,water board,2008,needs repair
31449,machine dbh,Lindi,vwc,2007,needs repair
41184,river,Kigoma,water board,1983,functional
72677,spring,Iringa,vwc,2007,needs repair
11938,shallow well,Tanga,vwc,1990,needs repair
27314,river,Kigoma,water board,1982,functional
49807,spring,Mtwara,vwc,2007,needs repair
71503,machine dbh,Ruvuma,vwc,1988,needs repair
62078,machine dbh,Pwani,vwc,2008,functional
16822,river,Kagera,vwc,0,functional
4982,river,Kilimanjaro,vwc,2009,functional
43783,river,Pwani,private operator,2010,functional
3694,spring,Ruvuma,vwc,2004,needs repair
24749,spring,Kagera,vwc,0,needs repair
53500,machine dbh,Singida,vwc,1999,functional
64202,spring,Iringa,vwc,2005,functional
70629,shallow well,Shinyanga,wug,0,needs repair
66699,spring,Kilimanjaro,wua,1970,needs repair
2173,river,Rukwa,vwc,2006,needs repair
25053,shallow well,Iringa,vwc,0,needs repair
36458,hand dtw,Pwani,vwc,2009,functional
10104,spring,Shinyanga,private operator,0,needs repair
62410,machine dbh,Mbeya,vwc,0,needs repair
10727,shallow well,Shinyanga,wug,0,functional
24678,shallow well,Mwanza,vwc,1993,needs repair
36464,shallow well,Mwanza,vwc,0,functional
41250,river,Ruvuma,other,2006,needs repair
48567,spring,Dodoma,vwc,0,needs repair
28407,spring,Kagera,vwc,0,needs repair
11125,machine dbh,Tanga,private operator,2000,functional
48490,machine dbh,Rukwa,vwc,1986,functional
72705,spring,Manyara,vwc,1974,needs repair
54521,spring,Kagera,vwc,0,needs repair
17650,spring,Kilimanjaro,water board,2008,functional
68372,spring,Kigoma,vwc,2001,functional
21679,spring,Arusha,wug,2009,functional
16316,lake,Mwanza,vwc,1974,needs repair
3136,machine dbh,Dodoma,vwc,0,functional
15786,river,Pwani,private operator,2005,functional
17423,machine dbh,Shinyanga,vwc,0,needs repair
19321,machine dbh,Tanga,vwc,1985,functional
8829,other,Shinyanga,wug,0,needs repair
29199,river,Mbeya,wug,0,needs repair
70246,river,Manyara,vwc,1995,needs repair
47430,machine dbh,Morogoro,vwc,1985,functional
52338,machine dbh,Pwani,private operator,2008,functional
30042,machine dbh,Kigoma,parastatal,2005,functional
66016,shallow well,Mara,wug,1997,needs repair
18452,machine dbh,Rukwa,vwc,1989,needs repair
37345,river,Morogoro,vwc,1988,needs repair
70203,machine dbh,Mara,other,2009,functional
25303,shallow well,Tabora,vwc,0,functional
56355,machine dbh,Arusha,vwc,2012,functional
34488,river,Kigoma,water board,2009,needs repair
51878,shallow well,Singida,vwc,1990,functional
45560,spring,Tabora,vwc,0,needs repair
54011,machine dbh,Kigoma,vwc,1975,needs repair
31262,river,Pwani,private operator,1989,functional
50664,river,Mbeya,vwc,0,needs repair
6191,river,Kigoma,vwc,2009,needs repair
52636,river,Iringa,wua,1987,functional
20193,river,Iringa,vwc,2003,functional
58795,lake,Mwanza,vwc,1982,needs repair
25051,spring,Ruvuma,vwc,1993,needs repair
32170,machine dbh,Tabora,vwc,0,needs repair
60904,spring,Kilimanjaro,vwc,1972,needs repair
63096,spring,Mbeya,vwc,0,needs repair
52134,machine dbh,Rukwa,vwc,1988,needs repair
44866,dam,Shinyanga,vwc,0,needs repair
53966,spring,Kagera,vwc,0,functional
2232,river,Iringa,water board,2009,functional
31550,shallow well,Mwanza,vwc,0,needs repair
68344,shallow well,Ruvuma,vwc,1990,needs repair
4780,shallow well,Tanga,vwc,1981,functional
47761,shallow well,Mwanza,vwc,0,functional
9017,machine dbh,Iringa,vwc,2009,needs repair
41097,machine dbh,Rukwa,vwc,2011,needs repair
24864,spring,Kagera,vwc,0,functional
50044,spring,Manyara,water board,2010,needs repair
29376,spring,Iringa,vwc,2008,functional
21915,hand dtw,Mbeya,water authority,0,needs repair
30704,machine dbh,Tanga,private operator,2009,needs repair
59995,machine dbh,Singida,vwc,1978,needs repair
30231,shallow well,Shinyanga,wug,0,functional
53748,shallow well,Mbeya,vwc,0,needs repair
34531,spring,Iringa,vwc,2009,functional
23269,machine dbh,Dodoma,vwc,0,needs repair
46883,other,Morogoro,private operator,2009,functional
10323,river,Mbeya,vwc,0,needs repair
60129,spring,Kilimanjaro,vwc,2007,functional
62887,rainwater harvesting,Shinyanga,parastatal,0,needs repair
45552,spring,Kilimanjaro,vwc,2002,needs repair
38910,machine dbh,Singida,vwc,2004,functional
66029,hand dtw,Iringa,wua,2003,needs repair
11738,hand dtw,Iringa,vwc,2010,functional
55590,river,Kilimanjaro,water board,2007,functional
11964,machine dbh,Mtwara,vwc,2012,needs repair
42369,river,Pwani,vwc,1978,needs repair
65743,spring,Iringa,vwc,2011,needs repair
15301,shallow well,Dodoma,vwc,0,needs repair
3460,spring,Kagera,vwc,0,needs repair
37184,spring,Mbeya,vwc,0,functional
71833,hand dtw,Kigoma,vwc,1998,functional
60806,river,Iringa,wua,1978,functional
9189,spring,Kilimanjaro,company,1974,needs repair
20061,river,Mbeya,wug,0,functional
46682,shallow well,Tabora,vwc,0,functional
65440,river,Ruvuma,vwc,1978,functional
53206,spring,Arusha,vwc,2000,functional
53334,spring,Manyara,vwc,1996,needs repair
20883,shallow well,Dodoma,vwc,0,needs repair
10717,machine dbh,Dodoma,vwc,0,functional
47645,spring,Tanga,vwc,2004,functional
70489,shallow well,Mtwara,vwc,1984,needs repair
70880,other,Kigoma,vwc,1988,functional
13100,spring,Kigoma,vwc,2011,functional
41487,shallow well,Shinyanga,wug,0,needs repair
15073,river,Arusha,vwc,2002,functional
72783,shallow well,Pwani,vwc,2006,needs repair
13661,spring,Arusha,vwc,1990,functional
64478,shallow well,Mara,wug,2008,needs repair
59097,machine dbh,Morogoro,vwc,2005,needs repair
66968,machine dbh,Iringa,vwc,2006,needs repair
29725,rainwater harvesting,Shinyanga,wug,0,functional
62904,machine dbh,Pwani,vwc,0,functional
57349,machine dbh,Manyara,vwc,2004,functional
16176,shallow well,Dodoma,private operator,0,functional
28226,machine dbh,Dodoma,other,0,functional
65281,spring,Tanga,private operator,2004,functional
51815,spring,Mbeya,vwc,0,functional
74142,spring,Kagera,vwc,0,needs repair
62184,shallow well,Lindi,vwc,1981,functional
71360,spring,Kilimanjaro,company,1980,needs repair
58469,machine dbh,Kilimanjaro,private operator,2005,needs repair
12521,river,Arusha,water board,2009,functional
67648,river,Kilimanjaro,water board,2007,functional
68134,shallow well,Mwanza,vwc,0,functional
8203,shallow well,Shinyanga,wug,0,functional
59773,spring,Tanga,vwc,2004,needs repair
21209,machine dbh,Ruvuma,vwc,1988,needs repair
19502,spring,Arusha,vwc,2002,functional
4459,machine dbh,Dar es Salaam,private operator,2010,functional
58891,machine dbh,Arusha,wug,2005,functional
17525,river,Kilimanjaro,private operator,2010,functional
12029,river,Iringa,vwc,2005,functional
6701,river,Kigoma,water board,2002,functional
17851,river,Mbeya,wua,0,functional
25194,machine dbh,Morogoro,unknown,2007,functional
59958,rainwater harvesting,Shinyanga,parastatal,0,needs repair
47038,spring,Iringa,vwc,2011,needs repair
36570,machine dbh,Arusha,vwc,2012,functional
42014,spring,Kagera,vwc,0,functional
30146,machine dbh,Dodoma,vwc,0,needs repair
44848,shallow well,Mara,wug,1997,needs repair
26281,shallow well,Mbeya,wug,0,needs repair
69965,shallow well,Tanga,vwc,0,needs repair
24014,spring,Kigoma,vwc,2007,functional
36320,machine dbh,Singida,vwc,2010,needs repair
41705,shallow well,Tanga,vwc,1985,needs repair
9130,machine dbh,Tabora,vwc,0,functional
55239,shallow well,Tabora,vwc,0,needs repair
26773,dam,Shinyanga,water authority,0,needs repair
41959,machine dbh,Arusha,vwc,0,functional
38025,spring,Kilimanjaro,company,1975,needs repair
36211,river,Morogoro,vwc,1995,functional
54362,spring,Iringa,vwc,2007,functional
24250,rainwater harvesting,Tabora,vwc,0,functional
29649,shallow well,Lindi,vwc,2005,needs repair
27849,spring,Manyara,vwc,2010,needs repair
23986,river,Morogoro,vwc,2009,needs repair
11041,river,Kagera,vwc,0,functional
875,shallow well,Mwanza,vwc,0,needs repair
26639,machine dbh,Manyara,wug,2010,needs repair
17662,spring,Dodoma,vwc,0,functional
63760,river,Kigoma,vwc,2009,needs repair
43880,machine dbh,Kilimanjaro,vwc,2007,functional
42414,shallow well,Mwanza,vwc,0,functional
18882,shallow well,Morogoro,other,2007,needs repair
1327,spring,Arusha,water board,2012,functional
22990,shallow well,Morogoro,vwc,2004,functional
52610,machine dbh,Manyara,vwc,2011,needs repair
25493,machine dbh,Pwani,vwc,1974,functional
63048,shallow well,Mwanza,vwc,0,functional
14591,river,Kigoma,water board,1984,needs repair
867,river,Ruvuma,vwc,1994,needs repair
4191,spring,Ruvuma,vwc,1995,functional
20100,spring,Mtwara,vwc,1985,needs repair
50054,river,Kigoma,water board,1976,needs repair
61567,machine dbh,Dar es Salaam,wug,2000,needs repair
70582,shallow well,Tabora,vwc,0,needs repair
54944,shallow well,Shinyanga,wug,0,functional
41445,spring,Morogoro,vwc,1967,functional
40873,spring,Mtwara,vwc,1985,needs repair
16707,spring,Tanga,vwc,2009,functional
14863,spring,Kagera,vwc,0,functional
67603,machine dbh,Singida,vwc,2011,functional
22249,river,Morogoro,vwc,2007,functional
27147,spring,Kagera,vwc,0,functional
7426,spring,Kagera,vwc,0,needs repair
55840,machine dbh,Dodoma,vwc,0,needs repair
18740,shallow well,Morogoro,vwc,1976,functional
33634,shallow well,Mwanza,vwc,1997,functional
26400,shallow well,Shinyanga,wug,0,needs repair
40227,spring,Kagera,vwc,0,functional
54713,spring,Kagera,vwc,0,needs repair
65708,shallow well,Shinyanga,wug,0,needs repair
52594,shallow well,Shinyanga,wug,0,needs repair
1650,lake,Mara,vwc,1972,needs repair
12491,river,Kagera,vwc,0,needs repair
24369,spring,Iringa,vwc,2009,functional
53503,machine dbh,Dodoma,private operator,0,needs repair
72154,rainwater harvesting,Kagera,vwc,0,needs repair
1277,river,Tanga,vwc,2007,functional
46844,shallow well,Morogoro,vwc,2010,needs repair
29071,spring,Kilimanjaro,company,2008,functional
14739,river,Kigoma,vwc,1991,functional
48156,shallow well,Lindi,vwc,2009,functional
25694,spring,Iringa,vwc,2000,functional
74147,river,Pwani,parastatal,2010,functional
53385,hand dtw,Kagera,wug,0,needs repair
34653,spring,Arusha,parastatal,1990,functional
54315,river,Kilimanjaro,vwc,2011,needs repair
8269,spring,Tanga,vwc,1985,functional
58717,shallow well,Pwani,vwc,2001,needs repair
21154,shallow well,Manyara,vwc,2000,needs repair
68527,river,Lindi,wua,1983,needs repair
41511,spring,Arusha,wua,2007,needs repair
43765,machine dbh,Lindi,vwc,2006,needs repair
73163,spring,Arusha,vwc,2007,needs repair
55773,spring,Kilimanjaro,wua,2001,functional
68305,spring,Kilimanjaro,company,2008,needs repair
10902,spring,Kilimanjaro,water board,1999,functional
25443,shallow well,Mbeya,parastatal,0,needs repair
68650,river,Ruvuma,vwc,1987,functional
23703,shallow well,Mara,vwc,1994,needs repair
40767,spring,Kigoma,vwc,1978,functional
55227,shallow well,Mwanza,vwc,0,functional
63975,spring,Iringa,vwc,2006,functional
37705,machine dbh,Pwani,wug,2010,functional
51338,lake,Mara,vwc,1967,needs repair
18483,spring,Manyara,vwc,1995,needs repair
57664,river,Kigoma,water board,2005,functional
69410,spring,Dodoma,vwc,0,needs repair
64666,machine dbh,Mbeya,vwc,0,needs repair
39087,shallow well,Ruvuma,wug,1993,functional
52712,machine dbh,Tabora,vwc,0,functional
72054,spring,Iringa,vwc,2000,functional
2420,machine dbh,Dodoma,vwc,0,needs repair
9298,shallow well,Manyara,vwc,2012,functional
38011,river,Ruvuma,vwc,0,needs repair
38931,shallow well,Mtwara,vwc,1970,needs repair
27794,spring,Kagera,vwc,0,functional
61265,shallow well,Shinyanga,wug,2006,functional
55496,hand dtw,Rukwa,water authority,1984,needs repair
17247,shallow well,Kagera,vwc,0,needs repair
45763,spring,Iringa,vwc,1998,functional
30420,machine dbh,Pwani,vwc,2009,functional
64403,rainwater harvesting,Pwani,vwc,2011,functional
32005,machine dbh,Mtwara,vwc,1982,needs repair
26567,spring,Iringa,vwc,1972,functional
67864,shallow well,Shinyanga,wug,1998,needs repair
67143,river,Arusha,vwc,0,functional
51250,shallow well,Tabora,wug,0,needs repair
4079,machine dbh,Tanga,vwc,2010,needs repair
51299,shallow well,Iringa,vwc,2000,functional
44813,machine dbh,Singida,vwc,1970,needs repair
59687,shallow well,Singida,vwc,1995,functional
29682,shallow well,Mara,wug,1998,functional
64663,shallow well,Tabora,vwc,0,functional
71785,river,Lindi,vwc,1978,needs repair
17388,spring,Iringa,vwc,1990,functional
27184,shallow well,Morogoro,vwc,1992,needs repair
70295,spring,Kigoma,water authority,1988,functional
21648,spring,Mbeya,vwc,0,functional
25961,shallow well,Mbeya,vwc,0,functional
41,machine dbh,Dar es Salaam,private operator,2010,functional
6471,shallow well,Dodoma,vwc,0,functional
68010,lake,Mwanza,vwc,0,functional
69395,shallow well,Shinyanga,wug,0,functional
27154,spring,Iringa,vwc,1996,needs repair
4316,spring,Manyara,parastatal,2003,functional
67924,spring,Arusha,vwc,2008,functional
52050,spring,Tanga,vwc,1969,needs repair
56860,shallow well,Mwanza,vwc,0,functional
25069,river,Kigoma,other,2008,needs repair
47340,spring,Iringa,vwc,1976,needs repair
54908,spring,Kilimanjaro,wua,2001,functional
42565,machine dbh,Dodoma,vwc,0,functional
21862,spring,Kilimanjaro,vwc,1980,needs repair
73854,spring,Arusha,vwc,1990,functional
67811,spring,Arusha,vwc,2008,functional
17181,spring,Dodoma,vwc,0,functional
14974,shallow well,Shinyanga,wug,0,needs repair
69811,river,Rukwa,vwc,1986,needs repair
57866,river,Iringa,vwc,2008,functional
4885,spring,Kagera,vwc,0,functional
55995,river,Tanga,vwc,1995,needs repair
14216,shallow well,Mwanza,vwc,0,functional
45267,shallow well,Shinyanga,wug,1996,needs repair
12464,spring,Lindi,vwc,1971,functional
36312,spring,Kagera,vwc,0,needs repair
47212,spring,Iringa,vwc,2010,functional
25466,lake,Iringa,vwc,1984,needs repair
35677,shallow well,Shinyanga,wug,0,functional
12312,spring,Kagera,vwc,0,needs repair
25337,spring,Arusha,vwc,1967,functional
31481,river,Kilimanjaro,vwc,1995,needs repair
1551,machine dbh,Singida,wug,2009,needs repair
8750,machine dbh,Tabora,vwc,0,functional
19596,shallow well,Ruvuma,other,1993,functional
68991,river,Mbeya,wug,0,functional
67790,shallow well,Kagera,vwc,0,needs repair
21776,spring,Ruvuma,wug,2000,needs repair
58690,shallow well,Mtwara,vwc,1985,needs repair
52698,spring,Kagera,vwc,0,functional
65654,spring,Dodoma,vwc,0,functional
68145,spring,Mbeya,vwc,0,functional
65635,river,Ruvuma,vwc,1994,needs repair
60877,river,Pwani,vwc,1993,needs repair
56555,spring,Kilimanjaro,water board,2006,functional
991,shallow well,Mbeya,vwc,0,functional
3438,spring,Iringa,vwc,1996,needs repair
62891,lake,Mwanza,vwc,0,needs repair
53179,shallow well,Kagera,wua,0,needs repair
61809,spring,Ruvuma,vwc,2012,functional
71973,shallow well,Manyara,vwc,2001,needs repair
34919,other,Tanga,private operator,2007,functional
29880,rainwater harvesting,Kagera,vwc,0,needs repair
33721,spring,Arusha,wua,1989,functional
17565,shallow well,Tanga,vwc,0,needs repair
57829,river,Tanga,vwc,0,needs repair
22950,machine dbh,Mbeya,vwc,0,needs repair
18504,shallow well,Dodoma,vwc,0,needs repair
5508,river,Ruvuma,vwc,1990,needs repair
31196,shallow well,Morogoro,other,1998,functional
11785,river,Pwani,wua,2003,functional
71505,spring,Iringa,vwc,2006,functional
24165,spring,Iringa,vwc,1998,functional
21633,hand dtw,Pwani,vwc,2002,needs repair
20130,spring,Arusha,parastatal,2012,needs repair
19774,spring,Kilimanjaro,wug,1993,needs repair
28189,river,Ruvuma,vwc,2009,needs repair
50340,shallow well,Kagera,wua,0,functional
59017,shallow well,Mara,wug,1995,needs repair
31316,spring,Iringa,vwc,2008,functional
25798,shallow well,Kigoma,vwc,1995,functional
16092,river,Manyara,vwc,2012,functional
17553,shallow well,Mwanza,vwc,0,functional
26134,spring,Arusha,vwc,1970,functional
67893,spring,Arusha,vwc,1967,needs repair
48860,machine dbh,Arusha,wua,2005,functional
28630,river,Arusha,vwc,1994,functional
34124,shallow well,Kigoma,vwc,2009,functional
62743,shallow well,Pwani,vwc,2005,needs repair
57237,spring,Arusha,vwc,2007,needs repair
34857,rainwater harvesting,Shinyanga,parastatal,0,needs repair
2878,spring,Kigoma,vwc,1991,functional
13761,machine dbh,Singida,vwc,1991,needs repair
60167,river,Iringa,wua,1984,functional
64436,shallow well,Pwani,vwc,2007,needs repair
17894,machine dbh,Mwanza,vwc,0,functional
36431,machine dbh,Iringa,vwc,2008,needs repair
6468,shallow well,Mara,wug,1996,functional
28643,machine dbh,Kagera,vwc,0,functional
29278,rainwater harvesting,Kagera,vwc,0,functional
17887,spring,Arusha,vwc,1990,functional
43638,machine dbh,Mwanza,vwc,0,needs repair
34101,machine dbh,Dodoma,vwc,0,needs repair
7366,spring,Mbeya,vwc,0,functional
48515,machine dbh,Singida,wua,2006,needs repair
25756,river,Iringa,vwc,1984,functional
45515,spring,Dodoma,vwc,0,functional
27173,shallow well,Dodoma,vwc,0,functional
31568,spring,Arusha,vwc,2010,needs repair
49904,spring,Arusha,vwc,1998,needs repair
56839,spring,Iringa,vwc,1985,functional
74146,shallow well,Mwanza,vwc,0,needs repair
